index,adoptionStatusCd,age,animalSeq,classification,fileNm,filePath,foundPlace,gender,gu,hairColor,hitCnt,memo,modDtTm,regDtTm,regId,rescueDate,species,weight
1464,7,10년령(추정),41341,1,22-1-165.jpg,202207/20220706032839664.jpg,삼괴1교 인근,1,1,백색,287,*동물등록개체(입양불가)*칩존재 & 목줄착용 & 양안 수정체 백탁 & 치석심함 & 앞니 일부 소실 & 좌측 어금니 모두소실 & 양측 외이도염 & 모질심하게 엉킴 & 전신 피부염 & 진드기 감염 & 좌측 5번째 유선종양 & 홍역음성(7/6) & 파보음성(7/6) & 코로나음성(7/6),2022-07-10,2022-07-06,22-1-165,2022-07-05,말티즈,3.63kg
1465,2,3년령(추정),41340,1,22-1-164.jpg,202304/20230418045405579.jpg,가양사거리 인근,4,1,흑백색,1013,홍역음성(7/6) & 파보음성(7/6) & 코로나음성(7/6) & 구토(7/18) & 파보음성(7/18) & 코로나음성(7/18) & 파보음성(7/22) & 코로나양성(7/22) & 수양성설사(7/24) & 정상변(8/5) & 기침(2/15) & 기침호전(2/27) & 파보음성(4/18) & 코로나음성(4/18) & 심장사상충음성(4/18) & 중성화수술(6/19) & 코로나음성(7/11) & 파보음성(7/11) & 목 피부 염증(7/11),2023-07-19,2022-07-06,22-1-164,2022-07-05,믹스,9.67kg
1466,7,2022(년생),41339,2,22-3-204.jpg,202207/20220706102739659.jpg,대전 서구 도마 지구대 인근,2,3,갈백색,24,,2022-07-06,2022-07-06,22-3-204,2022-07-04,페르시안 믹스,1.1(Kg)
1467,7,2019(년생),41338,1,22-3-205.jpg,202207/20220706102716753.jpg,대전 서구 한밭 수목원 인근,2,3,백색,5,,2022-07-06,2022-07-06,22-3-205,2022-07-04,진도,18(Kg)
1468,7,1년령(추정),41337,1,22-2-165.jpg,202207/20220705024814458.jpg,옥계동 36-2번지 착한빌라 주변,2,2,황색,274,미용흔적 & 우측 후지 슬개골 탈구 & 좌측 후지 약간파행 & 좌측 대퇴골 골절 & 홍역음성(7/5) & 파보음성(7/5) & 코로나음성(7/5),2022-07-07,2022-07-05,22-2-165,2022-07-05,포메라이언,6kg
1469,7,3년령(추정),41336,1,22-2-164.jpg,202207/20220705024836860.jpg,대전광역시 중구 모암로 13번길 151주변,2,2,흑백색,341,홍역음성(7/5) & 파보음성(7/5) & 코로나음성(7/5),2022-07-09,2022-07-05,22-2-164,2022-07-04,시바,9.66kg
1470,7,3년령(추정),41335,1,22-2-163.jpg,202207/20220705024859300.jpg,당디로 45 & 산성우성@ 주변,2,2,흑황색,656,*동물등록입소개체(입양불가)*칩존재 & 중성화 수(추정) & 홍역음성(7/5) & 파보음성(7/5) & 코로나음성(7/5),2022-07-13,2022-07-04,22-2-163,2022-07-04,시바,12.3kg
1471,7,2년령(추정),41334,1,,,오정동 오정중학교 주변,1,5,백색,149,목줄착용 & 콧등탈모,2022-07-05,2022-07-04,22-5-166,2022-07-04,진도,19kg(추정)
1472,5,1년령(추정),41333,2,,,대화동 영진로얄 주변,1,5,흑백색,2,교통사고 & 폐사체인계,2022-07-04,2022-07-04,22-5-167,2022-07-04,코리안숏헤어,2kg(추정)
1473,7,2년령(추정),41332,1,22-3-203.jpg,202207/20220705025316989.jpg,도마동 420-3 부근,1,3,백색,184,부정교합(언더) & 좌측후지 슬개골 탈구 & 홍역음성(7/5) & 파보음성(7/5) & 코로나음성(7/5),2022-07-05,2022-07-04,22-3-203,2022-07-04,말티즈,2.5kg
1474,4,1.5개월령(추정),41331,2,22-1-163.jpg,202207/20220705025439322.jpg,대전역 역전 인근,2,1,흑백색,1299,공고기간중 임시보호 요청가능 & 가방채발견 & 파보음성(7/5) & 파보음성(7/9) & 혈액성연변(7/9) & 혈액성연변(7/15) & 간헐적 연변(7/21) & 연변(7/31),2022-08-02,2022-07-04,22-1-163,2022-07-04,코리안숏헤어,0.38kg
1475,4,1.5개월령(추정),41330,2,22-1-162.jpg,202207/20220705025034891.jpg,대전역 역전 인근,2,1,흑백색,736,공고기간중 임시보호 요청가능 & 가방채발견 & 파보음성(7/5) & 파보음성(7/9) & 혈액성연변(7/9) & 혈액성연변(7/15) & 간헐적 연변(7/21),2022-07-27,2022-07-04,22-1-162,2022-07-04,코리안숏헤어,0.49kg
1476,7,2018(년생),41329,1,,,대전광역시 중구 대사동 대자연 아파트 주변,2,2,흑황색,6,인식표착용,2022-07-04,2022-07-04,22-2-160,2022-07-02,진도,22.00(Kg)
1477,4,4개월령(추정),41328,1,22-2-161.jpg,202207/20220704035545192.jpg,대전광역시 중구 대사동 117-2번지 민재란 의원 주변,1,2,황백색,1307,목줄 및 리드줄착용 & 핑크색반도착용 & 상악절치유치갈이시작 & 홍역음성(7/4) & 파보음성(7/4) &코로나음성(7/4) & 파보음성(7/7) & 코로나음성(7/7) & 수양성설사(7/7) & 구토(7/7) & 구토호전(7/9) & 정상변(7/9),2022-07-16,2022-07-04,22-2-161,2022-07-03,믹스,3.75kg
1478,4,1.5개월령(추정),41327,2,22-2-162.jpg,202208/20220824105125377.jpg,대전광역시 중구 산성동 287-25번지 주변,1,2,삼색,2363,좌측안구이상 & 좌안화농성눈곱 & 결막충혈및부종 & 꼬리짧음 & 파보음성(7/4) & 전신곰팡이성피부염(7/23) & 파보음성(8/11) & 피부염호전(8/16),2022-08-24,2022-07-04,22-2-162,2022-07-03,코리안숏헤어,0.725kg
1479,7,7년령(추정),41326,1,22-4-178.jpg,202208/20220816035317432.jpg,궁동 봉암어린이공원 주변,1,4,백색,2291,눈물자국착색 & 사지지단및복부 핥음착색 & 양측외이염 & 발적및부종 & 갈색왁스양귀지다량 & 부정교합(언더) & 치아다수소실 & 치석 & 구취심함 & 양측슬개골탈구 & 홍역음성(7/4) & 파보음성(7/4) & 코로나음성(7/4) & 파보음성(7/31) & 코로나양성(7/31) & 방광결석(9/4) & 방광염(9/4),2022-09-05,2022-07-04,22-4-178,2022-07-03,말티즈,3kg
1480,7,2년령(추정),41325,1,22-4-177.jpg,202207/20220704103631077.jpg,봉산로52번길 세븐일레븐 송강점 주변,2,4,백색,3,칩존재,2022-07-04,2022-07-04,22-4-177,2022-07-03,말티즈,4kg(추정)
1481,7,6년령(추정),41324,1,22-3-202.jpg,202207/20220704035051135.jpg,남선공원 부근,2,3,백색,256,양안화농성눈곱다량 & 양안안구백탁 & 양안공결막충혈 & 눈물자국착색 및 안검주변짓무름 & 피부발적 & 양측외이염-발적및부종 & 양측슬개골탈구 & 견치어금니치석 & 잇몸발적 & 구취 & 홍역음성(7/4) & 파보음성(7/4) & 코로나음성(7/4),2022-07-04,2022-07-03,22-3-202,2022-07-03,비숑프리제,5.9kg
1482,7,4년령(추정),41323,1,22-3-201.jpg,202207/20220704035311592.jpg,남선공원 부근,1,3,백색,200,양안화농성눈곱다량 & 양안공막결막충혈 & 안검주변짓무름 & 좌측외이염(갈색귀지) 발적및부종 & 양측슬개골탈구 & 어금니치석 & 구취 & 홍역음성(7/4) & 파보음성(7/4) & 코로나음성(7/4),2022-07-04,2022-07-03,22-3-201,2022-07-03,비숑프리제,3.6kg
1483,4,5년령(추정),41322,1,22-3-200.jpg,202207/20220704035736101.jpg,갈마동 지구대 인근 도로,2,3,황백색,1163,발주변 미용 & 눈물자국착색 & 부정교합(언더) & 치석 & 편측잠복고환 & 양측슬개골탈구 & 약간마른편 & 좌측하악견유치잔존 & 홍역음성(7/4) & 파보음성(7/4) & 코로나음성(7/4) & 파보음성(7/16) & 코로나음성(7/16),2022-07-19,2022-07-03,22-3-200,2022-07-03,포메라이언,1.9kg
1484,7,1년령(추정),41321,1,22-3-199.jpg,202207/20220703040700053.jpg,괴정동 빌라 인근,1,3,흑황색,73,파랑목줄착용,2022-07-04,2022-07-03,22-3-199,2022-07-03,믹스,5kg(추정)
1485,6,1년령(추정),41320,2,22-1-161.jpg,202207/20220720110409086.jpg,성남동 508-5 인근,2,1,흑백색,397,공고기간중 임시보호 요청가능 & 기립불능 & 피부상처 &기립불능 & 피부상처 & 심하게야윔 & 요추부위좌우양측으로 광범위한피부근육손상및염증 & 구내염 & 치은염심함 & 황달 & 탈수 & 귀진드기 & 파보음성(7/2) & 식욕소실(7/23) & 활력소실(7/23),2022-07-23,2022-07-02,22-1-161,2022-07-01,코리안숏헤어,4kg(추정)
1486,7,13년령(추정),41319,1,22-1-160.jpg,202207/20220702045239114.jpg,보건전문대 인근,2,1,백색,209,가슴줄 및 리드줄 착용 & 좌측안구이상 & 치석많음 & 위앞니일부소실 & 좌안전안반출혈 & 통증 & 좌측후지슬개골탈구 & 홍역음성(7/2) & 파보음성(7/2) & 코로나음성(7/2) & 식욕저하(7/3) & 파보음성(7/17) & 코로나음성(7/17),2022-07-17,2022-07-02,22-1-160,2022-07-01,믹스,4.3kg
1487,5,1년령(추정),41318,2,22-3-198.jpg,202207/20220702030614745.jpg,월평2동 대덕주유소 인근,2,3,회백색,4,교통사고 & 폐사체인계,2022-07-02,2022-07-02,22-3-198,2022-07-01,코리안숏헤어,3.5kg(추정)
1488,10,1년령(추정),41317,2,22-5-165.jpg,202207/20220702044904635.jpg,대덕대로1277번길 36 주변,2,5,황백색,733,중성화 수(8/9) & 공고기간 중 임시보호 요청가능 & 교통사고 &교통사고 & 우측후지심한부종 & 내측외측허벅지쓸림상처 & 꼬리아래쪽쓸림상처 & 피하출혈 & 얼굴주변진드기다수감염 & 양측외이도갈색귀지 & 귀진드기 & 오른쪽아래턱쓸림상처 & 우측골반골절 & 파보음성(7/2) & 식욕저하(7/6) & 활력소실(7/6) & 식욕양호(7/25) & 활력양호(7/25) & 파보음성(7/29),2022-09-02,2022-07-02,22-5-165,2022-07-01,코리안숏헤어,3.5kg
1489,4,5년령(추정),41316,1,22-2-159.jpg,202207/20220702045104106.jpg,문창동 2-7번지 주변,1,2,황백색,548,미용 & 치석있음 & 좌안공막충혈 & 양안수정체약간백탁 & 양측외이도태선화 & 양측겨드랑이 가슴부위 피부발적 & 홍역음성(7/2) & 파보음성(7/2) & 코로나음성(7/2),2022-07-16,2022-07-02,22-2-159,2022-07-02,시츄,4.5kg
1490,4,3개월령(추정),41315,2,22-2-158.jpg,202207/20220702044711321.jpg,유천로41번길 주변,2,2,황백색,350,박스채발견 & 심하게야윔 & 탈수심함 & 위앞니유치갈이중 & 파보음성(7/2) & 임시보호(7/9),2022-07-14,2022-07-02,22-2-158,2022-07-01,코리안숏헤어,0.59kg
1491,2,3개월령(추정),41314,1,4-175.jpg,202305/20230514040420514.jpg,유성구 죽동 613-4번지 주변,4,4,백색,1864,수컷(중성화수술 O 4/24) & 모두유치 & 진드기관찰 & 배꼽탈장 & 홍역음성(7/1) & 파보음성(7/1) & 코로나음성(7/1) & 회충증(7/5) & 회충증호전(7/7) & 파보음성(7/22) & 코로나양성(7/22) & 수양성설사(7/30) & 정상변(8/5),2023-07-01,2022-07-01,22-4-175,2022-07-01,믹스,13.4kg
1492,5,4개월령(추정),41313,2,,,유성구 전민동 전민주민센터 주변,1,4,회백색,2,기립불능,2022-07-01,2022-07-01,22-4-174,2022-07-01,코리안숏헤어,1kg(추정)
1493,5,2개월령(추정),41312,2,22-5-164.jpg,202207/20220701031306794.jpg,오정동 오정장로교회 주변,1,5,흑백색,210,공고기간 중 임시보호 요청가능 & 후지파행 & 하복부부종 & 피하출혈 & 좌측대퇴골완전골절 & 좌골반골절 & 파보음성(7/1),2022-07-04,2022-07-01,22-5-164,2022-07-01,코리안숏헤어,0.82kg
1494,5,15일령(추정),41311,2,22-5-163.jpg,202207/20220701021546248.jpg,송촌동 선비마을 5단지 관리사무소,2,5,흑백색,651,공고기간 중 임시보호요청 가능 & 눈뜨기시작함 & 식욕저하(7/16) & 활력저하(7/16) & 연변(7/16) & 파보음성(7/16) & 식욕소실(7/17) & 활력소실(7/17),2022-07-17,2022-07-01,22-5-163,2022-06-30,코리안숏헤어,0.17kg
1495,4,3개월령(추정),41310,1,22-5-162.jpg,202208/20220824105926586.jpg,신탄진동 120-30 한빛카센터,1,5,흑황색,1179,*동물등록입소개체* 칩존재 & 모두유치 & 홍역음성(7/1) & 파보음성(7/1) & 코로나음성(7/1) & 파보음성(8/19) & 코로나음성(8/19),2022-09-08,2022-07-01,22-5-162,2022-06-30,진도,8.5kg
1496,4,1년령(추정),41309,3,22-2-157.jpg,202207/20220701021644095.jpg,대전광역시 중구 산성동 우성아파트 105동 주변,2,2,흑회색,2480,마름,2022-08-28,2022-06-30,22-2-157,2022-06-30,슈가글라이더,0.08kg
1497,7,2년령(추정),41308,1,22-1-159.jpg,202206/20220630050657585.jpg,대청동 마로니에 식당 인근,2,1,황색,3,현장반환,2022-06-30,2022-06-30,22-1-159,2022-06-29,푸들,5kg(추정)
1498,7,2년령(추정),41307,1,22-1-158.jpg,202206/20220630050614715.jpg,대청동 마로니에 식당 인근,1,1,황색,2,현장반환,2022-06-30,2022-06-30,22-1-158,2022-06-29,푸들,5kg(추정)
1499,7,2022(년생),41306,1,22-3-197.jpg,202206/20220630050431024.jpg,대전 서구 가수원동 벌곡로 추모공원 인근,2,3,백색,3,현장반환,2022-06-30,2022-06-30,22-3-197,2022-06-29,믹스,13(Kg)
1500,7,3년령(추정),41305,1,22-4-173.jpg,202206/20220630043118012.jpg,궁동119 안전센터 주변,2,4,회백색,2,칩존재,2022-06-30,2022-06-30,22-4-173,2022-06-30,허스키,22kg(추정)
1501,7,4년령(추정),41304,1,22-5-161.jpg,202206/20220630015137745.jpg,덕암로233번길 48 행복한교회 주변,2,5,황백색,3,현장반환,2022-06-30,2022-06-30,22-5-161,2022-06-30,시츄,6kg(추정)
1502,5,2022(년생),41303,2,22-2-156.jpg,202206/20220630114127256.jpg,대전광역시 중구 대흥로 24번길 21-9 주변,1,2,삼색,429,외부병원 입원 치료 중,2022-07-08,2022-06-30,22-2-156,2022-06-29,코리안숏헤어,0.45(Kg)
1503,4,3년령(추정),41302,1,22-5-160.jpg,202206/20220630014622984.jpg,중리동 401-17번지 1층 주변,2,5,검백색,1208,설사 & 부정교합(언더) & 약간 와사시 & 배쪽 및 발가락사이 피부발적 & 마름 & 홍역음성(6/30) & 파보음성(6/30) & 코로나음성(6/30) & 구토(7/1) & 파보음성(7/1) & 파보음성(7/4) & 코로나음성(7/4) & 구토호전(7/7) & 연변(7/16) & 코로나양성(7/16) & 파보음성(7/16) & 구토(8/8) & 설사(8/8) & 설사호전(8/29),2022-09-21,2022-06-30,22-5-160,2022-06-29,보스턴테리어,10kg
1504,5,2년령(추정),41301,2,22-2-155.jpg,202206/20220629053437168.jpg,부사동 443-28번지 주변,1,2,황백색,2,교통사고 & 폐사체인계,2022-06-29,2022-06-29,22-2-155,2022-06-29,코리안숏헤어,4kg(추정)
1505,7,9년령(추정),41300,1,22-2-154.jpg,202206/20220629053344469.jpg,문화동 160-1번지 주변,2,2,흑황색,3,현장반환,2022-06-29,2022-06-29,22-2-154,2022-06-29,믹스,10kg(추정)
1506,7,6년령(추정),41299,1,22-4-172.jpg,202206/20220629052923252.jpg,성북동 국립대전 숲체험장 주변,2,4,회백색,2,현장반환,2022-06-29,2022-06-29,22-4-172,2022-06-29,믹스,30kg(추정)
1507,7,5년령(추정),41298,1,,,중리동 다정공원,1,5,흑색,30,미용 & 교통사고 & 외부병원진료,2022-06-29,2022-06-29,22-5-159,2022-06-28,푸들,4kg(추정)
1508,6,3년령(추정),41297,1,22-5-158.jpg,202208/20220805104054613.jpg,목상동 한국타이어 주변,1,5,황백색,1342,목줄 및 리드줄 착용 & 우안화농성눈곱 & 결막충혈-동양안충다수 & 치석약간 & 우측슬개골탈구 & 홍역음성(6/29) & 파보음성(6/29) & 코로나음성(6/29) & 파보음성(7/31) & 코로나음성(7/31) & 심장사상충양성(8/30) & 심한기침(11/22) & 식욕저하(11/22),2022-12-07,2022-06-29,22-5-158,2022-06-28,믹스,6.7kg
1509,6,5개월령(추정),41296,1,22-4-171.jpg,202209/20220916013929365.jpg,원내동 702-7 & 119소방센터 주변,1,4,황백색,1130,이갈이중(절치 영구치 & 견치는 유치) & 전신풀씨다량 & 진드기다수 & 복부전반구진성피부염(발적 & 구진) & 홍역음성(6/29) & 파보음성(6/29) & 코로나음성(6/29) & 파보음성(7/25) & 코로나양성(7/25) & 파보음성(9/12) & 코로나음성(9/12),2023-03-04,2022-06-29,22-4-171,2022-06-29,믹스,11.5kg
1510,7,3년령(추정),41295,1,,,유성구 원신흥동 529 & 어울림하트@ 주변,1,4,흑황색,2,현장반환,2022-06-29,2022-06-29,22-4-170,2022-06-28,요크셔테리어,4kg(추정)
1511,4,6개월령(추정),41294,1,22-4-169.jpg,202207/20220706034152279.jpg,갑동 현충원 주변,1,4,황색,1541,이갈이중(절치는 영구치 & 견치 영구치맹출단계) & 복부구진성피부염 & 홍역음성(6/29) & 파보음성(6/29) & 코로나음성(6/29),2022-07-15,2022-06-28,22-4-169,2022-06-27,리트리버,16kg
1512,7,2년령(추정),41293,2,22-5-157.jpg,202206/20220629042237020.jpg,신탄진로115번길 71 2층 다정모터스 주변,1,5,삼색,283,가방채 발견 & 심잡음 & 전신미용흔적 & 약간마름 & 옆구리탈모흔적 & 가피일부 & 파보음성(6/29),2022-07-01,2022-06-28,22-5-157,2022-06-28,코리안숏헤어,3.55kg
1513,4,5년령(추정),41292,1,22-3-196.jpg,202208/20220805104036431.jpg,가수원중로 4-15 인근,1,3,흑황색,2043,전신미용 & 핑크색체크무늬목줄착용 & 우측외이염(갈색왁스양귀지다량) & 우측상악 및 좌측하악 견유치잔존 & 상악절치유치다수잔존 & 치석약간 & 양측슬개골탈구 & 약간비만형 & 좌안화농성눈곱 & 결막공막충혈 & 홍역음성(6/29) & 파보음성(6/29) & 코로나음성(6/29) & 파보음성(7/31) & 코로나음성(7/31),2022-08-13,2022-06-28,22-3-196,2022-06-28,요크셔테리어,2.75kg
1514,7,5년령(추정),41291,1,22-3-195.jpg,202206/20220628032546143.jpg,둔산남로 50 인근,2,3,백색,3,현장반환,2022-06-28,2022-06-28,22-3-195,2022-06-28,말티즈,5kg(추정)
1515,7,17년령(추정),41290,1,22-1-157.jpg,202206/20220628032448766.jpg,가양로 131 인근,2,1,백색,3,현장반환,2022-06-28,2022-06-28,22-1-157,2022-06-28,풍산,28kg(추정)
1516,7,12년령(추정),41289,1,22-1-156.jpg,202206/20220628032409610.jpg,판암주공 5단지 인근,1,1,흑황색,3,현장반환,2022-06-28,2022-06-28,22-1-156,2022-06-27,요크셔테리어,4kg(추정)
1517,7,6개월령(추정),41288,1,22-2-153.jpg,202206/20220628035916088.jpg,대전광역시 중구 산성동 웅장타운 빌라 주변,2,2,황백색,167,칩존재 & 목줄착용 & 약간 부정교합(오버) & 홍역음성(6/28) & 파보음성(6/28) & 코로나음성(6/28),2022-07-01,2022-06-28,22-2-153,2022-06-28,믹스,10kg(추정)
1518,7,2019(년생),41287,1,22-4-165.jpg,202206/20220628011506814.jpg,유성구 갑동 현충원 주변,2,4,백황색,5,,2022-06-28,2022-06-28,22-4-165,2022-06-27,시바,9.00(Kg)
1519,7,2021(년생),41286,1,22-4-166.jpg,202206/20220628011534204.jpg,유성구 어은동 유림공원 자전거 도로 주변,1,4,백색,5,,2022-06-28,2022-06-28,22-4-166,2022-06-27,포메라이언,4.00(Kg)
1520,4,3개월령(추정),41285,1,22-4-167.jpg,202206/20220628040446665.jpg,유성구 구암동 604-3 용천수부동산 주변,2,4,황백색,665,신고자임시보호희망 & 목줄착용 & 모두유치 & 양측 슬개골 탈구 & 홍역음성(6/28) & 파보음성(6/28) & 코로나음성(6/28) & 임시보호(7/1),2022-07-09,2022-06-28,22-4-167,2022-06-27,시바,3.33kg
1521,5,2022(년생),41284,2,22-4-168.jpg,202206/20220628011715832.jpg,유성구 장동 59-9번지 주변,2,4,백황색,5,,2022-06-28,2022-06-28,22-4-168,2022-06-27,코리안숏헤어,0.35(Kg)
1522,6,2년령(추정),41283,1,22-5-151.jpg,202303/20230330113155360.jpg,대화동 39-1번지 주변,2,5,황색,1051,다른개체에 공격성 & 홍역음성(6/29) & 파보음성(6/29) & 코로나음성(6/29) & 파보음성(7/16) & 코로나음성(7/16) & 파보음성(7/22) & 코로나양성(7/22) & 홍역음성(1/17) & 파보음성(1/17) & 코로나음성(1/17) & 심장사상충양성(1/17),2023-06-23,2022-06-28,22-5-151,2022-06-27,믹스,14.5kg
1523,7,2020(년생),41282,1,22-5-153.jpg,202206/20220628011332735.jpg,대화로 106번길 111 북대전 한진택배 주변,2,5,백색,5,,2022-06-28,2022-06-28,22-5-153,2022-06-27,말티즈 믹스,4(Kg)
1524,7,4년령(추정),41281,2,22-5-154.jpg,202206/20220628040909636.jpg,신탄진로 115번길 71 2층 다정모터스,1,5,황백색,311,중성화 수 & 우측 상악 견치 파절 & 어금니 피석 & 양측 후지 골연골 이형성증 의심 & 전신 미용 & 피부상태불량 & 매우심한 탈수(피부탄력 악화) & 많이야윔 & 심잡음 심함 & 비공협착(호흡시 코골이) & 파보음성(6/28),2022-07-01,2022-06-28,22-5-154,2022-06-27,스코티쉬폴드,3.41kg
1525,7,3년령(추정),41280,1,22-5-155.jpg,202206/20220628035727925.jpg,오정로 23번길 25주변,2,5,황색,134,우안 외안각쪽 피부상처(쥐젖) & 양측 후지 슬관절 상처 흔적 & 홍역음성(6/28) & 파보음성(6/28) & 코로나음성(6/28),2022-07-01,2022-06-28,22-5-155,2022-06-27,믹스,17.4kg
1526,6,7년령(추정),41279,1,22-5-156.jpg,202304/20230405025555595.jpg,대화동 두레@ 주변,2,5,백색,3782,양안 안구백탁 & 치석심함 & 상악 앞니 일부 소실 & 많이 흔들림 & 우측 하악 견치 말단 파절 & 피부상태불량 & 발적 및 가피 & 꼬리 끝 상처 &출혈 & 말단부위 뼈 노출 & 심잡음 심함 & 양측 슬개골 탈구 & 홍역음성(6/28) & 파보음성(6/28) & 코로나음성(6/28) & 설사(7/6) & 파보음성(7/6) & 코로나음성(7/6) & 혈액성연변(7/17) & 파보음성(7/17) & 코로나양성(7/17) & 혈액성연변호전(8/28) & 파보음성(9/24) & 코로나음성(9/24) & 구내염(10/5) & 식욕저하(10/5) & 활력저하(10/5) & 혀상처(10/13) & 증상호전(10/20) & 파보음성(10/28) & 코로나음성(10/28) & 기침(11/24) & 심장사상충음성(12/8) & 코로나음성(4/16) & 파보음성(4/16) & 기침소실(7/2),2023-08-03,2022-06-28,22-5-156,2022-06-27,믹스,5.1kg
1527,7,4년령(추정),41278,1,22-1-155.jpg,202206/20220628010232116.jpg,용전동 사거리 인근,1,1,백색,2,현장반환,2022-06-28,2022-06-28,22-1-155,2022-06-27,말티즈,4kg(추정)
1528,7,2019(년생),41277,1,22-3-192.jpg,202206/20220628125826048.jpg,대전 서구 용문동 260-5 인근,1,3,갈색,7,,2022-06-28,2022-06-28,22-3-192,2022-06-27,리트리버,25(Kg)
1529,5,1.5개월령(추정),41276,2,22-3-193.jpg,202206/20220628040651658.jpg,대전 서구 변정7길 27 인근,2,3,황색,211,공고기간 중 임시보호요청 가능 & 양안 화농성눈곱 & 화농성콧물 & 재채기 & 양안 결막충혈 & 부종 & 많이야윔 & 설사흔적 & 파보음성(6/28) & 식욕저하(7/3) & 활력저하(7/3),2022-07-04,2022-06-28,22-3-193,2022-06-27,코리안숏헤어,0.425kg
1530,4,1년령(추정),41275,2,22-3-194.jpg,202208/20220824105423587.jpg,대전 서구 갈마동 396-5 인근,2,3,흑회색,1962,중성화 수(7/28) & 양측 외이도 약간 지저분 & 꼬리 끝 꺾임 & 파보음성(6/28) & 파보음성(7/17) & 파보음성(8/6),2022-08-27,2022-06-28,22-3-194,2022-06-27,코리안숏헤어 믹스,3.18kg
1531,4,2주령(추정),41274,2,22-5-152.jpg,202206/20220627045829876.jpg,중리동 396-4번지 신일빌라 주변,1,5,황백색,636,견유치 맹출 전 & 양안 화농성눈곱 & 파보음성(6/27) & 임시보호(6/28),2022-07-08,2022-06-27,22-5-152,2022-06-25,코리안숏헤어,0.2kg
1532,5,1일령(추정),41273,2,22-4-164.jpg,202206/20220627014830374.jpg,신성동 122-18번지 주변,1,4,흑백색,3,,2022-06-27,2022-06-27,22-4-164,2022-06-27,코리안숏헤어,0.1kg(추정)
1533,5,1일령(추정),41272,2,22-4-163.jpg,202206/20220627014721919.jpg,신성동 122-18번지 주변,2,4,흑백색,2,,2022-06-27,2022-06-27,22-4-163,2022-06-25,코리안숏헤어,0.1kg(추정)
1534,5,1일령(추정),41271,2,22-4-162.jpg,202206/20220627014648462.jpg,신성동 122-18번지 주변,2,4,흑백색,2,,2022-06-27,2022-06-27,22-4-162,2022-06-25,코리안숏헤어,0.1gk(추정)
1535,5,1일령(추정),41270,2,22-4-161.jpg,202206/20220627014534257.jpg,신성동 122-18번지 주변,1,4,삼색,5,,2022-06-27,2022-06-27,22-4-161,2022-06-25,코리안숏헤어,0.1kg(추정)
1536,5,1일령(추정),41269,2,22-4-160.jpg,202206/20220627014326528.jpg,신성동 122-18번지 주변,1,4,삼색,2,,2022-06-27,2022-06-27,22-4-160,2022-06-25,코리안숏헤어,0.1kg(추정)
1537,5,1일령(추정),41268,2,22-4-159.jpg,202206/20220627014203417.jpg,신성동 122-18번지 주변,2,4,황백색,5,,2022-06-27,2022-06-27,22-4-159,2022-06-25,코리안숏헤어,0.15kg(추정)
1538,6,2년령(추정),41267,1,22-1-154.jpg,202208/20220824104832147.jpg,은어송@ 1단지 인근,2,1,백색,1700,반도착용 & 좌측외이염(갈색귀지 다량) & 전신 털엉킴 심함 & 모질상태불량 & 치석약간(견치 &절치) & 심잡음(떨림음) & 양측 후지 슬개골 탈구 & 양측 화농성눈곱 & 눈물자국 착색 & 사지 지간핥음 착색 & 혈뇨의심 & 홍역음성(6/27) & 파보음성(6/27) & 코로나음성(6/27) & 연변(7/16) & 코로나음성(7/16) & 파보음성(7/16) & 혈액섞인 점액성설사심함(7/17) & 파보음성(7/17) & 코로나음성(7/17) & 구토(7/18) & 식욕저하(7/18) & 파보음성(7/22) & 코로나음성(7/22) & 파보음성(7/23) & 코로나음성(7/23) & 구토호전(7/23) & 정상변(7/23) & 점액성 연변(7/26) & 파보음성(8/13) & 코로나음성(8/13) & 혈색소뇨(8/16),2022-09-24,2022-06-27,22-1-154,2022-06-26,포메라이언 믹스,3.7kg
1539,6,5년령(추정),41266,1,22-1-153.jpg,202208/20220824104742156.jpg,대전로 431 인근,2,1,흑황색,1798,파랑 끈 목줄 착용 & 미용 & 단미 & 치석약간 & 양안 화농성눈곱심함 & 양안 결막공막 충혈 & 거위소리 & 기관협착 의심 & 심잡음 & 층분시 청색증 & 양측 슬개골 탈구 & 포피염 & 홍역음성(6/27) & 파보음성(6/27) & 코로나음성(6/27) & 혈액성연변(7/16) & 파보음성(7/16) & 코로나양성(7/16) & 홍역음성(8/7) & 파보음성(8/7) & 코로나음성(8/7) & 심장사상충음성(8/7) & 우측 귀 상처(8/10) & 화농성눈곱(8/28) & 우측결막상태불량(8/28),2022-09-24,2022-06-27,22-1-153,2022-06-26,요크셔테리어,3.75kg
1540,7,2년령(추정),41265,1,22-1-152.jpg,202206/20220627053243455.jpg,성남동 스마트뷰@ 인근,2,1,황백색,191,경계심 & 목줄 및 리드줄 착용 & 좌측 상안검 상부 상처 흔적 & 우측 후지 부종약간 & 양측 후지 발목아래 상처 다수 & 홍역음성(6/27) & 파보음성(6/27) & 코로나음성(6/27),2022-07-14,2022-06-27,22-1-152,2022-06-26,진도,20kg
1541,7,2017(년생),41264,1,22-3-188.jpg,202206/20220627010413325.jpg,대전 서구 관저동 마치공원 인근,1,3,백색,2,칩존재,2022-06-27,2022-06-27,22-3-188,2022-06-26,말티즈,4(Kg)
